obsnme,obsval,weight,obgnme,cycle,org_obgnme
head_00_028_016,34.03311,0.0,obgnme,-1,
head_00_028_017,34.04593,0.0,obgnme,-1,
head_00_028_018,34.05444,0.0,obgnme,-1,
head_00_028_019,34.05876,0.0,obgnme,-1,
head_00_029_000,34.38543,0.0,obgnme,-1,
head_00_029_001,34.37328,0.0,obgnme,-1,
head_00_029_002,34.3507,0.0,obgnme,-1,
head_00_029_003,34.31847,0.0,obgnme,-1,
head_00_029_004,34.27574,0.0,obgnme,-1,
head_00_029_005,34.21725,0.0,obgnme,-1,
head_00_029_006,34.12338,0.0,obgnme,-1,
head_00_029_007,34.148990000000005,0.0,obgnme,-1,
head_00_029_008,34.14089,0.0,obgnme,-1,
head_00_029_009,34.12164,0.0,obgnme,-1,
head_00_029_010,34.099920000000004,0.0,obgnme,-1,
head_00_029_011,34.08013,0.0,obgnme,-1,
head_00_029_012,34.061440000000005,0.0,obgnme,-1,
head_00_029_013,34.04252,0.0,obgnme,-1,
head_00_029_014,34.02191,0.0,obgnme,-1,
head_00_029_015,33.952220000000004,1.0,obgnme,-1,trgw_0_29_15
head_00_029_016,34.01577,0.0,obgnme,-1,
head_00_029_017,34.02894000000001,0.0,obgnme,-1,
head_00_029_018,34.03778,0.0,obgnme,-1,
head_00_029_019,34.04229,0.0,obgnme,-1,
head_00_030_000,34.360479999999995,0.0,obgnme,-1,
head_00_030_001,34.34567,0.0,obgnme,-1,
head_00_030_002,34.32127,0.0,obgnme,-1,
head_00_030_003,34.288940000000004,0.0,obgnme,-1,
head_00_030_004,34.24926,0.0,obgnme,-1,
head_00_030_005,34.20276,0.0,obgnme,-1,
head_00_030_006,34.154140000000005,0.0,obgnme,-1,
head_00_030_007,34.13788,0.0,obgnme,-1,
head_00_030_008,34.12092,0.0,obgnme,-1,
head_00_030_009,34.10071,0.0,obgnme,-1,
head_00_030_010,34.07925,0.0,obgnme,-1,
head_00_030_011,34.05848,0.0,obgnme,-1,
head_00_030_012,34.038920000000005,0.0,obgnme,-1,
head_00_030_013,34.02026,0.0,obgnme,-1,
head_00_030_014,34.00088,0.0,obgnme,-1,
head_00_030_015,33.93411,0.0,obgnme,-1,
head_00_030_016,33.99714,0.0,obgnme,-1,
head_00_030_017,34.01097,0.0,obgnme,-1,
head_00_030_018,34.02039,0.0,obgnme,-1,
head_00_030_019,34.02525,0.0,obgnme,-1,
head_00_031_000,34.344120000000004,0.0,obgnme,-1,
head_00_031_001,34.32157,0.0,obgnme,-1,
head_00_031_002,34.293859999999995,0.0,obgnme,-1,
head_00_031_003,34.26105,0.0,obgnme,-1,
head_00_031_004,34.22412,0.0,obgnme,-1,
head_00_031_005,34.185109999999995,0.0,obgnme,-1,
head_00_031_006,34.14838,0.0,obgnme,-1,
head_00_031_007,34.12222,0.0,obgnme,-1,
head_00_031_008,34.09916,0.0,obgnme,-1,
head_00_031_009,34.07621,0.0,obgnme,-1,
head_00_031_010,34.05319,0.0,obgnme,-1,
head_00_031_011,34.03097,0.0,obgnme,-1,
head_00_031_012,34.01079,0.0,obgnme,-1,
head_00_031_013,33.99368,0.0,obgnme,-1,
head_00_031_014,33.976890000000004,0.0,obgnme,-1,
head_00_031_015,33.9144,0.0,obgnme,-1,
head_00_031_016,33.97721,0.0,obgnme,-1,
head_00_031_017,33.99215,0.0,obgnme,-1,
head_00_031_018,34.0025,0.0,obgnme,-1,
head_00_031_019,34.00797,0.0,obgnme,-1,
head_00_032_001,34.29668,0.0,obgnme,-1,
head_00_032_002,34.26579,0.0,obgnme,-1,
head_00_032_003,34.23169,0.0,obgnme,-1,
head_00_032_004,34.195609999999995,0.0,obgnme,-1,
head_00_032_005,34.15993,0.0,obgnme,-1,
head_00_032_006,34.12684,0.0,obgnme,-1,
head_00_032_007,34.0984,0.0,obgnme,-1,
head_00_032_008,34.07246,0.0,obgnme,-1,
head_00_032_009,34.04719,0.0,obgnme,-1,
head_00_032_010,34.02188,0.0,obgnme,-1,
head_00_032_011,33.996970000000005,0.0,obgnme,-1,
head_00_032_012,33.97501,0.0,obgnme,-1,
head_00_032_013,33.96177,0.0,obgnme,-1,
head_00_032_014,33.949690000000004,0.0,obgnme,-1,
head_00_032_015,33.89311,0.0,obgnme,-1,
head_00_032_016,33.95609,0.0,obgnme,-1,
head_00_032_017,33.97264000000001,0.0,obgnme,-1,
head_00_032_018,33.98444,0.0,obgnme,-1,
head_00_032_019,33.99108,0.0,obgnme,-1,
head_00_033_002,34.23522,0.0,obgnme,-1,
head_00_033_003,34.19883,0.0,obgnme,-1,
head_00_033_004,34.16135,0.0,obgnme,-1,
head_00_033_005,34.12692,0.0,obgnme,-1,
head_00_033_006,34.09554,0.0,obgnme,-1,
head_00_033_007,34.06711,1.0,obgnme,-1,trgw_0_33_7
head_00_033_008,34.04035,0.0,obgnme,-1,
head_00_033_009,34.01374000000001,0.0,obgnme,-1,
head_00_033_010,33.98592,0.0,obgnme,-1,
head_00_033_011,33.95588,0.0,obgnme,-1,
head_00_033_012,33.92602,0.0,obgnme,-1,
head_00_033_013,33.92369,0.0,obgnme,-1,
head_00_033_014,33.91981,0.0,obgnme,-1,
head_00_033_015,33.87068,0.0,obgnme,-1,
head_00_033_016,33.93411,0.0,obgnme,-1,
head_00_033_017,33.95261,0.0,obgnme,-1,
head_00_033_018,33.96648,0.0,obgnme,-1,
head_00_033_019,33.97571,0.0,obgnme,-1,
head_00_034_003,34.16161,0.0,obgnme,-1,
head_00_034_004,34.118759999999995,0.0,obgnme,-1,
head_00_034_005,34.08568,0.0,obgnme,-1,
head_00_034_006,34.05625,0.0,obgnme,-1,
head_00_034_007,34.02923,0.0,obgnme,-1,
head_00_034_008,34.00336,0.0,obgnme,-1,
head_00_034_009,33.97712,0.0,obgnme,-1,
head_00_034_010,33.94808,1.0,obgnme,-1,trgw_0_34_10
head_00_034_011,33.91037,0.0,obgnme,-1,
head_00_034_012,33.845859999999995,0.0,obgnme,-1,
head_00_034_013,33.882090000000005,0.0,obgnme,-1,
head_00_034_014,33.8899,0.0,obgnme,-1,
head_00_034_015,33.84813,0.0,obgnme,-1,
head_00_034_016,33.91171,0.0,obgnme,-1,
head_00_034_017,33.93199,0.0,obgnme,-1,
head_00_034_018,33.94811,0.0,obgnme,-1,
head_00_034_019,33.964459999999995,0.0,obgnme,-1,
head_00_035_004,34.06123,0.0,obgnme,-1,
head_00_035_005,34.03565,0.0,obgnme,-1,
head_00_035_006,34.0095,0.0,obgnme,-1,
head_00_035_007,33.98523,0.0,obgnme,-1,
head_00_035_008,33.96205,0.0,obgnme,-1,
head_00_035_009,33.93892,0.0,obgnme,-1,
head_00_035_010,33.91466,0.0,obgnme,-1,
head_00_035_011,33.88834,0.0,obgnme,-1,
head_00_035_012,33.86248,0.0,obgnme,-1,
head_00_035_013,33.86475,0.0,obgnme,-1,
head_00_035_014,33.86616,0.0,obgnme,-1,
head_00_035_015,33.82669,0.0,obgnme,-1,
head_00_035_016,33.88925,0.0,obgnme,-1,
head_00_035_017,33.9103,0.0,obgnme,-1,
head_00_035_018,33.92447,0.0,obgnme,-1,
head_00_036_004,34.02385,0.0,obgnme,-1,
head_00_036_005,33.980979999999995,0.0,obgnme,-1,
head_00_036_006,33.9558,0.0,obgnme,-1,
head_00_036_007,33.93521,0.0,obgnme,-1,
head_00_036_008,33.91601,0.0,obgnme,-1,
head_00_036_009,33.89726,0.0,obgnme,-1,
head_00_036_010,33.87875,0.0,obgnme,-1,
head_00_036_011,33.86111,0.0,obgnme,-1,
head_00_036_012,33.8471,0.0,obgnme,-1,
head_00_036_013,33.84301,0.0,obgnme,-1,
head_00_036_014,33.84165,0.0,obgnme,-1,
head_00_036_015,33.80481,0.0,obgnme,-1,
head_00_036_016,33.86665,0.0,obgnme,-1,
head_00_036_017,33.89027,0.0,obgnme,-1,
head_00_036_018,33.90991,0.0,obgnme,-1,
head_00_037_005,33.903420000000004,0.0,obgnme,-1,
head_00_037_006,33.89229,0.0,obgnme,-1,
head_00_037_007,33.8787,0.0,obgnme,-1,
head_00_037_008,33.86456,0.0,obgnme,-1,
head_00_037_009,33.85049,0.0,obgnme,-1,
head_00_037_010,33.83709,0.0,obgnme,-1,
head_00_037_011,33.8253,0.0,obgnme,-1,
head_00_037_012,33.816759999999995,0.0,obgnme,-1,
head_00_037_013,33.81323,0.0,obgnme,-1,
head_00_037_014,33.812740000000005,0.0,obgnme,-1,
head_00_037_015,33.780840000000005,0.0,obgnme,-1,
head_00_037_016,33.84243,0.0,obgnme,-1,
head_00_037_017,33.86898,0.0,obgnme,-1,
head_00_038_005,33.8313,0.0,obgnme,-1,
head_00_038_006,33.82564,0.0,obgnme,-1,
head_00_038_007,33.81716,0.0,obgnme,-1,
head_00_038_008,33.80758,0.0,obgnme,-1,
head_00_038_009,33.79781,0.0,obgnme,-1,
head_00_038_010,33.7887,0.0,obgnme,-1,
head_00_038_011,33.78111,0.0,obgnme,-1,
head_00_038_012,33.7762,0.0,obgnme,-1,
head_00_038_013,33.77494,0.0,obgnme,-1,
head_00_038_014,33.777429999999995,0.0,obgnme,-1,
head_00_038_015,33.75376,0.0,obgnme,-1,
head_00_038_016,33.81561,0.0,obgnme,-1,
head_00_039_005,33.72528,0.0,obgnme,-1,
head_00_039_006,33.72261,0.0,obgnme,-1,
head_00_039_007,33.71817,0.0,obgnme,-1,
head_00_039_008,33.712920000000004,0.0,obgnme,-1,
head_00_039_009,33.70768,0.0,obgnme,-1,
head_00_039_010,33.70291,0.0,obgnme,-1,
head_00_039_011,33.699090000000005,0.0,obgnme,-1,
head_00_039_012,33.696870000000004,0.0,obgnme,-1,
head_00_039_013,33.69744,0.0,obgnme,-1,
head_00_039_014,33.70261,0.0,obgnme,-1,
head_01_000_000,35.04067,0.0,obgnme,-1,
head_01_000_001,35.03225,0.0,obgnme,-1,
head_01_000_002,35.01576,0.0,obgnme,-1,
head_01_000_003,34.99178,0.0,obgnme,-1,
head_01_000_004,34.96111,0.0,obgnme,-1,
head_01_000_005,34.92475,0.0,obgnme,-1,
head_01_000_006,34.88378,0.0,obgnme,-1,
head_01_000_007,34.83935,0.0,obgnme,-1,
head_01_000_008,34.79253,0.0,obgnme,-1,
head_01_000_009,34.74419,0.0,obgnme,-1,
head_01_000_010,34.69485,0.0,obgnme,-1,
head_01_000_011,34.644490000000005,0.0,obgnme,-1,
head_01_000_012,34.592659999999995,0.0,obgnme,-1,
head_01_000_013,34.5389,0.0,obgnme,-1,
head_01_000_014,34.48268,0.0,obgnme,-1,
head_01_000_015,34.39409000000001,0.0,obgnme,-1,
head_01_000_016,34.43215,0.0,obgnme,-1,
head_01_000_017,34.43841,0.0,obgnme,-1,
head_01_000_018,34.44247,0.0,obgnme,-1,
head_01_000_019,34.4445,0.0,obgnme,-1,
head_01_001_000,35.04204,0.0,obgnme,-1,
head_01_001_001,35.03345,0.0,obgnme,-1,
head_01_001_002,35.01661,0.0,obgnme,-1,
head_01_001_003,34.992090000000005,0.0,obgnme,-1,
head_01_001_004,34.96074,0.0,obgnme,-1,
head_01_001_005,34.92358,0.0,obgnme,-1,
head_01_001_006,34.88176,0.0,obgnme,-1,
head_01_001_007,34.8365,0.0,obgnme,-1,
head_01_001_008,34.78895,0.0,obgnme,-1,
head_01_001_009,34.74009,0.0,obgnme,-1,
head_01_001_010,34.690529999999995,0.0,obgnme,-1,
head_01_001_011,34.64017,0.0,obgnme,-1,
head_01_001_012,34.58838,0.0,obgnme,-1,
head_01_001_013,34.534659999999995,0.0,obgnme,-1,
head_01_001_014,34.47842,0.0,obgnme,-1,
head_01_001_015,34.38927,0.0,obgnme,-1,
head_01_001_016,34.427890000000005,0.0,obgnme,-1,
head_01_001_017,34.43422,0.0,obgnme,-1,
head_01_001_018,34.438309999999994,0.0,obgnme,-1,
head_01_001_019,34.44036,0.0,obgnme,-1,
head_01_002_000,35.04487,0.0,obgnme,-1,
head_01_002_001,35.03595,0.0,obgnme,-1,
head_01_002_002,35.01842,0.0,obgnme,-1,
head_01_002_003,34.99285,0.0,obgnme,-1,
head_01_002_004,34.9601,0.0,obgnme,-1,
head_01_002_005,34.92132,0.0,obgnme,-1,
head_01_002_006,34.8778,0.0,obgnme,-1,
head_01_002_007,34.83091,0.0,obgnme,-1,
head_01_002_008,34.78193,0.0,obgnme,-1,
head_01_002_009,34.73199,0.0,obgnme,-1,
head_01_002_010,34.68192,0.0,obgnme,-1,
head_01_002_011,34.63154,0.0,obgnme,-1,
head_01_002_012,34.57973,0.0,obgnme,-1,
head_01_002_013,34.52604,0.0,obgnme,-1,
head_01_002_014,34.4699,0.0,obgnme,-1,
head_01_002_015,34.38064,0.0,obgnme,-1,
head_01_002_016,34.41945,0.0,obgnme,-1,
head_01_002_017,34.42585,0.0,obgnme,-1,
head_01_002_018,34.429990000000004,0.0,obgnme,-1,
head_01_002_019,34.43208,0.0,obgnme,-1,
head_01_003_000,35.0494,0.0,obgnme,-1,
head_01_003_001,35.04002,0.0,obgnme,-1,
head_01_003_002,35.0215,0.0,obgnme,-1,
head_01_003_003,34.99433,0.0,obgnme,-1,
head_01_003_004,34.9594,0.0,obgnme,-1,
head_01_003_005,34.91806,0.0,obgnme,-1,
head_01_003_006,34.87187,0.0,obgnme,-1,
head_01_003_007,34.82248,0.0,obgnme,-1,
head_01_003_008,34.77141,0.0,obgnme,-1,
head_01_003_009,34.71986,0.0,obgnme,-1,
head_01_003_010,34.66905,0.0,obgnme,-1,
head_01_003_011,34.61843,0.0,obgnme,-1,
head_01_003_012,34.56644,0.0,obgnme,-1,
head_01_003_013,34.51282,0.0,obgnme,-1,
head_01_003_014,34.45697,0.0,obgnme,-1,
head_01_003_015,34.3683,0.0,obgnme,-1,
head_01_003_016,34.4068,0.0,obgnme,-1,
head_01_003_017,34.41326,0.0,obgnme,-1,
head_01_003_018,34.41754,0.0,obgnme,-1,
head_01_003_019,34.419740000000004,0.0,obgnme,-1,
head_01_004_000,35.05598,0.0,obgnme,-1,
head_01_004_001,35.0461,0.0,obgnme,-1,
head_01_004_002,35.0264,0.0,obgnme,-1,
head_01_004_003,34.9971,0.0,obgnme,-1,
head_01_004_004,34.959,0.0,obgnme,-1,
head_01_004_005,34.913920000000005,0.0,obgnme,-1,
head_01_004_006,34.86378,0.0,obgnme,-1,
head_01_004_007,34.8107,0.0,obgnme,-1,
head_01_004_008,34.75689000000001,0.0,obgnme,-1,
head_01_004_009,34.70346,0.0,obgnme,-1,
head_01_004_010,34.65137,0.0,obgnme,-1,
head_01_004_011,34.6001,0.0,obgnme,-1,
head_01_004_012,34.54813,0.0,obgnme,-1,
head_01_004_013,34.494820000000004,0.0,obgnme,-1,
head_01_004_014,34.43956,0.0,obgnme,-1,
head_01_004_015,34.35231,0.0,obgnme,-1,
head_01_004_016,34.38998,0.0,obgnme,-1,
head_01_004_017,34.39651,0.0,obgnme,-1,
head_01_004_018,34.4011,0.0,obgnme,-1,
head_01_004_019,34.40354,0.0,obgnme,-1,
head_01_005_000,35.065,0.0,obgnme,-1,
head_01_005_001,35.05477,0.0,obgnme,-1,
head_01_005_002,35.034,0.0,obgnme,-1,
head_01_005_003,35.00218,0.0,obgnme,-1,
head_01_005_004,34.95953,0.0,obgnme,-1,
head_01_005_005,34.90914,0.0,obgnme,-1,
head_01_005_006,34.85324,0.0,obgnme,-1,
head_01_005_007,34.794340000000005,0.0,obgnme,-1,
head_01_005_008,34.73661,0.0,obgnme,-1,
head_01_005_009,34.6813,0.0,obgnme,-1,
head_01_005_010,34.628409999999995,0.0,obgnme,-1,
head_01_005_011,34.57674,0.0,obgnme,-1,
head_01_005_012,34.52492,0.0,obgnme,-1,
head_01_005_013,34.47211,0.0,obgnme,-1,
head_01_005_014,34.4177,0.0,obgnme,-1,
head_01_005_015,34.33255,0.0,obgnme,-1,
head_01_005_016,34.36893,0.0,obgnme,-1,
head_01_005_017,34.3757,0.0,obgnme,-1,
head_01_005_018,34.38093,0.0,obgnme,-1,
head_01_005_019,34.38384,0.0,obgnme,-1,
head_01_006_000,35.07669,0.0,obgnme,-1,
head_01_006_001,35.06668,0.0,obgnme,-1,
head_01_006_002,35.04573,0.0,obgnme,-1,
head_01_006_003,35.01171,0.0,obgnme,-1,
head_01_006_004,34.961859999999994,0.0,obgnme,-1,
head_01_006_005,34.90438,0.0,obgnme,-1,
head_01_006_006,34.84049,0.0,obgnme,-1,
head_01_006_007,34.77176,0.0,obgnme,-1,
head_01_006_008,34.70903,0.0,obgnme,-1,
head_01_006_009,34.652390000000004,0.0,obgnme,-1,
head_01_006_010,34.59956,0.0,obgnme,-1,
head_01_006_011,34.54829,0.0,obgnme,-1,
head_01_006_012,34.49701,0.0,obgnme,-1,
head_01_006_013,34.4449,0.0,obgnme,-1,
head_01_006_014,34.39143,0.0,obgnme,-1,
head_01_006_015,34.308640000000004,0.0,obgnme,-1,
head_01_006_016,34.34296,0.0,obgnme,-1,
head_01_006_017,34.35068,0.0,obgnme,-1,
head_01_006_018,34.357409999999994,0.0,obgnme,-1,
head_01_006_019,34.36128,0.0,obgnme,-1,
head_01_007_000,35.090709999999994,0.0,obgnme,-1,
head_01_007_001,35.0821,0.0,obgnme,-1,
head_01_007_002,35.06367,0.0,obgnme,-1,
head_01_007_003,35.03094,0.0,obgnme,-1,
head_01_007_004,34.96625,0.0,obgnme,-1,
head_01_007_005,34.90098,0.0,obgnme,-1,
head_01_007_006,34.82792,0.0,obgnme,-1,
head_01_007_007,34.73863,0.0,obgnme,-1,
head_01_007_008,34.6709,0.0,obgnme,-1,
head_01_007_009,34.61531,0.0,obgnme,-1,
head_01_007_010,34.56457,0.0,obgnme,-1,
head_01_007_011,34.51493,0.0,obgnme,-1,
head_01_007_012,34.46474,0.0,obgnme,-1,
head_01_007_013,34.41345,0.0,obgnme,-1,
head_01_007_014,34.36081,0.0,obgnme,-1,
head_01_007_015,34.27995,0.0,obgnme,-1,
head_01_007_016,34.31023,0.0,obgnme,-1,
head_01_007_017,34.32111,0.0,obgnme,-1,
head_01_007_018,34.33125,0.0,obgnme,-1,
head_01_007_019,34.33695,0.0,obgnme,-1,
head_01_008_000,35.10543,0.0,obgnme,-1,
head_01_008_001,35.099740000000004,0.0,obgnme,-1,
head_01_008_002,35.08909,0.0,obgnme,-1,
head_01_008_003,35.07685,0.0,obgnme,-1,
head_01_008_007,34.68027,0.0,obgnme,-1,
head_01_008_008,34.61655,0.0,obgnme,-1,
head_01_008_009,34.56916,0.0,obgnme,-1,
head_01_008_010,34.52403,0.0,obgnme,-1,
head_01_008_011,34.47748,0.0,obgnme,-1,
head_01_008_012,34.42872,0.0,obgnme,-1,
head_01_008_013,34.37822,0.0,obgnme,-1,
head_01_008_014,34.32649,0.0,obgnme,-1,
head_01_008_015,34.245909999999995,0.0,obgnme,-1,
head_01_008_016,34.26513,0.0,obgnme,-1,
head_01_008_017,34.2869,0.0,obgnme,-1,
head_01_008_018,34.3041,0.0,obgnme,-1,
head_01_008_019,34.31278,0.0,obgnme,-1,
head_01_009_000,35.11761,0.0,obgnme,-1,
head_01_009_001,35.11436,0.0,obgnme,-1,
head_01_009_002,35.10876,0.0,obgnme,-1,
head_01_009_003,35.10365,0.0,obgnme,-1,
head_01_009_008,34.54203,0.0,obgnme,-1,
head_01_009_009,34.51657,0.0,obgnme,-1,
head_01_009_010,34.48061,0.0,obgnme,-1,
head_01_009_011,34.437870000000004,0.0,obgnme,-1,
head_01_009_012,34.3899,0.0,obgnme,-1,
head_01_009_013,34.33934,0.0,obgnme,-1,
head_01_009_014,34.291090000000004,0.0,obgnme,-1,
head_01_009_015,34.20928,0.0,obgnme,-1,
head_01_009_016,34.188320000000004,0.0,obgnme,-1,
head_01_009_017,34.25198,0.0,obgnme,-1,
head_01_009_018,34.28011,0.0,obgnme,-1,
head_01_009_019,34.29175,0.0,obgnme,-1,
head_01_010_000,35.12442,0.0,obgnme,-1,
head_01_010_001,35.12273,0.0,obgnme,-1,
head_01_010_002,35.11992,0.0,obgnme,-1,
head_01_010_003,35.11748,0.0,obgnme,-1,
head_01_010_008,34.48764,0.0,obgnme,-1,
head_01_010_009,34.46997,0.0,obgnme,-1,
head_01_010_010,34.43973,0.0,obgnme,-1,
head_01_010_011,34.39929,0.0,obgnme,-1,
head_01_010_012,34.34936,0.0,obgnme,-1,
head_01_010_013,34.29336,0.0,obgnme,-1,
head_01_010_014,34.26105,0.0,obgnme,-1,
head_01_010_015,34.19849,0.0,obgnme,-1,
head_01_010_016,34.222570000000005,0.0,obgnme,-1,
head_01_010_017,34.24805,0.0,obgnme,-1,
head_01_010_018,34.26723,0.0,obgnme,-1,
head_01_010_019,34.27678,0.0,obgnme,-1,
head_01_011_000,35.124109999999995,0.0,obgnme,-1,
head_01_011_001,35.12319,0.0,obgnme,-1,
head_01_011_002,35.1217,0.0,obgnme,-1,
head_01_011_003,35.12045,0.0,obgnme,-1,
head_01_011_008,34.445570000000004,0.0,obgnme,-1,
head_01_011_009,34.43138,0.0,obgnme,-1,
head_01_011_010,34.40485,0.0,obgnme,-1,
head_01_011_011,34.36611,0.0,obgnme,-1,
head_01_011_012,34.31062,0.0,obgnme,-1,
head_01_011_013,34.2196,0.0,obgnme,-1,
head_01_011_014,34.232859999999995,0.0,obgnme,-1,
head_01_011_015,34.18883,0.0,obgnme,-1,
head_01_011_016,34.227509999999995,0.0,obgnme,-1,
head_01_011_017,34.24485,0.0,obgnme,-1,
head_01_011_018,34.25848,0.0,obgnme,-1,
head_01_011_019,34.26574,0.0,obgnme,-1,
head_01_012_000,35.11614,0.0,obgnme,-1,
head_01_012_001,35.11555,0.0,obgnme,-1,
head_01_012_002,35.11464,0.0,obgnme,-1,
head_01_012_003,35.11394,0.0,obgnme,-1,
head_01_012_008,34.41237,0.0,obgnme,-1,
head_01_012_009,34.40052,0.0,obgnme,-1,
head_01_012_010,34.37797,0.0,obgnme,-1,
head_01_012_011,34.34555,0.0,obgnme,-1,
head_01_012_012,34.3037,0.0,obgnme,-1,
head_01_012_013,34.25626,0.0,obgnme,-1,
head_01_012_014,34.23404,0.0,obgnme,-1,
head_01_012_015,34.184259999999995,0.0,obgnme,-1,
head_01_012_016,34.22509,0.0,obgnme,-1,
head_01_012_017,34.23976,0.0,obgnme,-1,
head_01_012_018,34.2506,0.0,obgnme,-1,
head_01_012_019,34.256370000000004,0.0,obgnme,-1,
head_01_013_000,35.10069,0.0,obgnme,-1,
head_01_013_001,35.10025,0.0,obgnme,-1,
head_01_013_002,35.09962,0.0,obgnme,-1,
head_01_013_003,35.09915,0.0,obgnme,-1,
head_01_013_008,34.38571,0.0,obgnme,-1,
head_01_013_009,34.37566,0.0,obgnme,-1,
head_01_013_010,34.35665,0.0,obgnme,-1,
head_01_013_011,34.32999,0.0,obgnme,-1,
head_01_013_012,34.29746,0.0,obgnme,-1,
head_01_013_013,34.26276,0.0,obgnme,-1,
head_01_013_014,34.23348,0.0,obgnme,-1,
head_01_013_015,34.17925,0.0,obgnme,-1,
head_01_013_016,34.21967,0.0,obgnme,-1,
head_01_013_017,34.23288,0.0,obgnme,-1,
head_01_013_018,34.24227,0.0,obgnme,-1,
head_01_013_019,34.2472,0.0,obgnme,-1,
head_01_014_000,35.07816,0.0,obgnme,-1,
head_01_014_001,35.07779,0.0,obgnme,-1,
head_01_014_002,35.07728,0.0,obgnme,-1,
head_01_014_003,35.0769,0.0,obgnme,-1,
head_01_014_008,34.363690000000005,0.0,obgnme,-1,
head_01_014_009,34.35497,0.0,obgnme,-1,
head_01_014_010,34.33852,0.0,obgnme,-1,
head_01_014_011,34.31578,0.0,obgnme,-1,
head_01_014_012,34.28829,0.0,obgnme,-1,
head_01_014_013,34.25822,0.0,obgnme,-1,
head_01_014_014,34.22798,0.0,obgnme,-1,
head_01_014_015,34.17179,0.0,obgnme,-1,
head_01_014_016,34.21178,0.0,obgnme,-1,
head_01_014_017,34.22421,0.0,obgnme,-1,
head_01_014_018,34.23288,0.0,obgnme,-1,
head_01_014_019,34.23738,0.0,obgnme,-1,
head_01_015_000,35.04891,0.0,obgnme,-1,
head_01_015_001,35.04855,0.0,obgnme,-1,
head_01_015_002,35.04806,0.0,obgnme,-1,
head_01_015_003,35.047709999999995,0.0,obgnme,-1,
head_01_015_008,34.34489,0.0,obgnme,-1,
head_01_015_009,34.337,0.0,obgnme,-1,
head_01_015_010,34.322140000000005,0.0,obgnme,-1,
head_01_015_011,34.30149,0.0,obgnme,-1,
head_01_015_012,34.276340000000005,0.0,obgnme,-1,
head_01_015_013,34.24819,0.0,obgnme,-1,
head_01_015_014,34.21816,0.0,obgnme,-1,
head_01_015_015,34.161559999999994,0.0,obgnme,-1,
head_01_015_016,34.20145,0.0,obgnme,-1,
head_01_015_017,34.2137,0.0,obgnme,-1,
head_01_015_018,34.22218,0.0,obgnme,-1,
head_01_015_019,34.22654,0.0,obgnme,-1,
head_01_016_000,35.01328,0.0,obgnme,-1,
head_01_016_001,35.01287,0.0,obgnme,-1,
head_01_016_002,35.01231,0.0,obgnme,-1,
head_01_016_003,35.0119,0.0,obgnme,-1,
head_01_016_008,34.32841,0.0,obgnme,-1,
head_01_016_009,34.32085,0.0,obgnme,-1,
head_01_016_010,34.30655,0.0,obgnme,-1,
head_01_016_011,34.286570000000005,0.0,obgnme,-1,
head_01_016_012,34.26208,0.0,obgnme,-1,
head_01_016_013,34.23438,0.0,obgnme,-1,
head_01_016_014,34.20455,0.0,obgnme,-1,
head_01_016_015,34.148579999999995,0.0,obgnme,-1,
head_01_016_016,34.18871,0.0,obgnme,-1,
head_01_016_017,34.20134,0.0,obgnme,-1,
head_01_016_018,34.21008,0.0,obgnme,-1,
head_01_016_019,34.21456,0.0,obgnme,-1,
head_01_017_000,34.97159,0.0,obgnme,-1,
head_01_017_001,34.97101,0.0,obgnme,-1,
head_01_017_002,34.970209999999994,0.0,obgnme,-1,
head_01_017_003,34.96962,0.0,obgnme,-1,
head_01_017_008,34.31385,0.0,obgnme,-1,
head_01_017_009,34.30613,0.0,obgnme,-1,
head_01_017_010,34.291509999999995,0.0,obgnme,-1,
head_01_017_011,34.27101,0.0,obgnme,-1,
head_01_017_012,34.24573,0.0,obgnme,-1,
head_01_017_013,34.21711,0.0,obgnme,-1,
head_01_017_014,34.18688,0.0,obgnme,-1,
head_01_017_015,34.13268,0.0,obgnme,-1,
head_01_017_016,34.17364,0.0,obgnme,-1,
head_01_017_017,34.1873,0.0,obgnme,-1,
head_01_017_018,34.19676,0.0,obgnme,-1,
head_01_017_019,34.20158,0.0,obgnme,-1,
head_01_018_000,34.92416,0.0,obgnme,-1,
head_01_018_001,34.92322,0.0,obgnme,-1,
head_01_018_002,34.92184,0.0,obgnme,-1,
head_01_018_003,34.9208,0.0,obgnme,-1,
head_01_018_008,34.301320000000004,0.0,obgnme,-1,
head_01_018_009,34.2929,0.0,obgnme,-1,
head_01_018_010,34.27713,0.0,obgnme,-1,
head_01_018_011,34.25504,0.0,obgnme,-1,
head_01_018_012,34.22753,0.0,obgnme,-1,
head_01_018_013,34.19594,0.0,obgnme,-1,
head_01_018_014,34.16343,0.0,obgnme,-1,
head_01_018_015,34.11334,0.0,obgnme,-1,
head_01_018_016,34.15644,0.0,obgnme,-1,
head_01_018_017,34.17207,0.0,obgnme,-1,
head_01_018_018,34.18265,0.0,obgnme,-1,
head_01_018_019,34.18799,0.0,obgnme,-1,
head_01_019_000,34.87149,0.0,obgnme,-1,
head_01_019_001,34.8698,0.0,obgnme,-1,
head_01_019_002,34.86717,0.0,obgnme,-1,
head_01_019_003,34.86506,0.0,obgnme,-1,
head_01_019_008,34.29157,0.0,obgnme,-1,
head_01_019_009,34.281659999999995,0.0,obgnme,-1,
head_01_019_010,34.26391,0.0,obgnme,-1,
