parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,cycle
sto_ss_1_026_010,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_026_011,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_026_012,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_026_013,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_026_014,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_026_015,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_026_016,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_026_017,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_026_018,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_026_019,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_000,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_001,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_002,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_003,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_004,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_005,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_006,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_007,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_008,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_009,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_010,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_011,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_012,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_013,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_014,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_015,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_016,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_017,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_018,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_027_019,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_000,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_001,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_002,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_003,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_004,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_005,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_006,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_007,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_008,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_009,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_010,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_011,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_012,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_013,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_014,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_015,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_016,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_017,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_018,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_028_019,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_000,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_001,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_002,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_003,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_004,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_005,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_006,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_007,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_008,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_009,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_010,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_011,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_012,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_013,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_014,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_015,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_016,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_017,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_018,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_029_019,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_000,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_001,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_002,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_003,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_004,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_005,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_006,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_007,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_008,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_009,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_010,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_011,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_012,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_013,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_014,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_015,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_016,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_017,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_018,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_030_019,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_000,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_001,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_002,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_003,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_004,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_005,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_006,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_007,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_008,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_009,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_010,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_011,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_012,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_013,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_014,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_015,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_016,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_017,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_018,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_031_019,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_000,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_001,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_002,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_003,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_004,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_005,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_006,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_007,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_008,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_009,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_010,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_011,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_012,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_013,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_014,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_015,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_016,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_017,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_018,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_032_019,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_000,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_001,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_002,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_003,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_004,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_005,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_006,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_007,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_008,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_009,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_010,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_011,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_012,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_013,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_014,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_015,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_016,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_017,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_018,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_033_019,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_000,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_001,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_002,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_003,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_004,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_005,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_006,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_007,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_008,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_009,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_010,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_011,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_012,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_013,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_014,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_015,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_016,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_017,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_018,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_034_019,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_000,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_001,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_002,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_003,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_004,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_005,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_006,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_007,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_008,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_009,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_010,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_011,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_012,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_013,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_014,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_015,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_016,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_017,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_018,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_035_019,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_000,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_001,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_002,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_003,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_004,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_005,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_006,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_007,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_008,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_009,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_010,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_011,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_012,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_013,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_014,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_015,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_016,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_017,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_018,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_036_019,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_000,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_001,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_002,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_003,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_004,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_005,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_006,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_007,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_008,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_009,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_010,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_011,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_012,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_013,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_014,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_015,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_016,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_017,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_018,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_037_019,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_000,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_001,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_002,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_003,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_004,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_005,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_006,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_007,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_008,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_009,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_010,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_011,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_012,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_013,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_014,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_015,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_016,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_017,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_018,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_038_019,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_039_000,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_039_001,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
sto_ss_1_039_002,log,factor,1e-06,1e-07,1e-05,sto_ss_1,1.0,0.0,1,-1.0
